accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	ORF2_type	ORF1_type	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	3CLpro_coverage	NTPase_coverage	p22_coverage	p48_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	VPg_coverage	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MK483909	MK483909.2	Hu/GII.P16-GII.4/RUS/Novosibirsk/NS18-A1494/2018	2018-03-03	Europe	Russia	Novosibirsk		7584	Homo sapiens		2019-03-02	2019-04-23		Zhirakovskaya et al.	"Zhirakovskaya,E.,Tikunov,A.,Kravchuk,B.,Tikunova,N."	"Institute of Chemical Biology and Fundamental Medicine (ICBFM SB RAS), Siberian Branch of the Russian Academy of Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/MK483909	GII.4	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	149	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MK756034	MK756034.1	Hu/US/2016/GII.P16-GII.4 Sydney/Alameda0766	2016-03-18	North America	USA			7513	Homo sapiens		2019-04-11	2019-04-11		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Johnston,S.H.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK756034	GII.4	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	101	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MK756036	MK756036.1	Hu/US/2016/GII.P16-GII.4 Sydney/Alameda0788	2016-05-11	North America	USA			7507	Homo sapiens		2019-04-11	2019-04-11		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Johnston,S.H.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK756036	GII.4	GII.P16	0.9997332977730364	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	109	0							1	1	1	0.9969879518072289	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MK762558	MK762558.1	Hu/US/2014/GII.Pe-GII.4 Sydney/CS0031	2014-01-28	North America	USA			7509	Homo sapiens		2019-04-13	2019-04-13		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK762558	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1251	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MK762561	MK762561.1	Hu/US/2018/GII.P4 New Orleans-GII.4 Sydney/CS0014	2018-01-14	North America	USA			7333	Homo sapiens		2019-04-13	2019-04-13		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK762561	GII.4	GII.P4	0.9719962661688224	"3CLpro:1,NTPase:1,ORF1:0.9588235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.7891566265060241"	0	1239	0							1	1	1	0.7891566265060241	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MK762623	MK762623.1	Hu/US/2017/GII.P4 NO-GII.4 Sydney/Jackson0853	2017-02-02	North America	USA			7560	Homo sapiens		2019-04-13	2019-04-13		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Selvarangan,R.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK762623	GII.4	GII.P4	0.9985331377517004	"3CLpro:1,NTPase:1,ORF1:0.9929411764705882,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9548022598870056,p48:0.9879518072289156"	0	1232	0						"ORF1:855-861,p22:157-163"	1	1	0.9548022598870056	0.9879518072289156	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MK762719	MK762719.1	Hu/NP/2013/GII.Pe-GII.4_Sydney2012/ETR-NV-093	2013-10-22	Asia	Nepal			7094	Homo sapiens		2019-12-31	2019-12-31		Pham et al.	"Pham,T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S.,Pham,A.H."	"Oxford Clinical Research Unit, Enterics Infection"	https://www.ncbi.nlm.nih.gov/nuccore/MK762719	GII.4	GII.P31 (GII.Pe)	0.9437258301106816	"3CLpro:1,NTPase:0.994535519125683,ORF1:0.9158823529411765,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9943502824858758,p48:0.5783132530120482"	0	1149	5							1	0.994535519	0.9943502824858758	0.5783132530120482	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MK762724	MK762724.1	Hu/BT/2013/GII.P16-GII.4_Sydney2012/ETR-NV-268	2013-03-01	Asia	Bhutan			7092	Homo sapiens		2019-12-31	2019-12-31		Pham et al.	"Pham,T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S.,Pham,A.H."	"Oxford Clinical Research Unit, Enterics Infection"	https://www.ncbi.nlm.nih.gov/nuccore/MK762724	GII.4	GII.P16	0.9434591278837178	"3CLpro:1,NTPase:1,ORF1:0.9176470588235294,RdRp:1,VP1:0.9944547134935305,VP2:1,VPg:1,p22:0.9943502824858758,p48:0.5813253012048193"	1	347	7							1	1	0.9943502824858758	0.5813253012048193	1	0.9944547134935305	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MK928496	MK928496.1	CU_21953	2018-07-XX	Asia	Thailand			7513	Homo sapiens		2020-02-07	2020-02-07		Charoenkul et al.	"Charoenkul,K.,Nasamran,C.,Janetanakit,T.,Tangwangvivat,R.,Bunpapong,N.,Boonyapisitsopa,S.,Suwannakarn,K.,Theamboonler,A.,Chuchaona,W.,Poovorawan,Y.,Amonsin,A.,Chaiwong,S."	"Faculty of Veterinary Science, Chulalongkorn University, Veterinary Public Health"	https://www.ncbi.nlm.nih.gov/nuccore/MK928496	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1249	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MK928497	MK928497.1	CU_21954	2018-07-XX	Asia	Thailand			7513	Homo sapiens		2020-02-07	2020-02-07		Charoenkul et al.	"Charoenkul,K.,Nasamran,C.,Janetanakit,T.,Tangwangvivat,R.,Bunpapong,N.,Boonyapisitsopa,S.,Suwannakarn,K.,Theamboonler,A.,Chuchaona,W.,Poovorawan,Y.,Amonsin,A.,Chaiwong,S."	"Faculty of Veterinary Science, Chulalongkorn University, Veterinary Public Health"	https://www.ncbi.nlm.nih.gov/nuccore/MK928497	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1249	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
LC421227	LC421227.1	LC421227	2017-12-XX	Asia	Japan	Tokyo		7386	Homo sapiens		2018-09-28	2018-09-28		Nagano et al.	"Nagano,M.,Somura,Y.,Nagashima,M.,Oda,M.,Asakura,H.,Yaoita,Y.,Shinkai,T.,Sadamasu,K.,Yoita,Y.,Sadamas,K."	"Department of Microbiology; 3-24-1 Hyakunincho, Shinjyuku-ku, Tokyo 169-0073"	https://www.ncbi.nlm.nih.gov/nuccore/LC421227	GII.4	GII.P12	0.9849313241765568	"3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:1,VP2:0.9245283018867925,VPg:1,p22:1,p48:0.9487951807228916"	0	1260	0							1	1	1	0.9487951807228916	1	1	0.9245283018867925	1	GII.4	GII	GII.4		GII.P12	GII	GII.P12	
LC421228	LC421228.1	LC421228	2017-12-XX	Asia	Japan	Tokyo		7400	Homo sapiens		2018-09-28	2018-09-28		Nagano et al.	"Nagano,M.,Somura,Y.,Nagashima,M.,Oda,M.,Asakura,H.,Yaoita,Y.,Shinkai,T.,Sadamasu,K.,Yoita,Y.,Sadamas,K."	"Department of Microbiology; 3-24-1 Hyakunincho, Shinjyuku-ku, Tokyo 169-0073"	https://www.ncbi.nlm.nih.gov/nuccore/LC421228	GII.4	GII.P12	0.98679824	"3CLpro:1,NTPase:1,ORF1:0.9958823529411764,RdRp:1,VP1:1,VP2:0.9018867924528302,VPg:1,p22:1,p48:0.9789156626506024"	0	1267	0							1	1	1	0.9789156626506024	1	1	0.9018867924528302	1	GII.4	GII	GII.4		GII.P12	GII	GII.P12	
LC597127	LC597127.1	LC597127	2016-XX-XX	Asia	Indonesia			7566	Homo sapiens		2021-01-14	2021-01-14		Utsumi et al.	"Utsumi,T.,Lusida,M.I.,Dinana,Z.,Wahyuni,R.M.,Soegijanto,S.,Soetjipto,Athiyyah,A.F.,Sudarmo,S.M.,Ranuh,R.G.,Darma,A.,Juniastuti,Yamani,L.N.,Doan,Y.H.,Shimizu,H.,Ishii,K.,Matsui,C.,Deng,L.,Abe,T.,Katayama,K.,Shoji,I."	"Center for Infectious Diseases; 7-5-1 Kusunoki-cho Chuo-ku, Kobe, Hyogo 650-0017"	https://www.ncbi.nlm.nih.gov/nuccore/LC597127	GII.4	GII.P31 (GII.Pe)	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	1257	0							1	1	1	0.9969879518072289	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
LC597128	LC597128.1	LC597128	2016-XX-XX	Asia	Indonesia			7487	Homo sapiens		2021-01-14	2021-01-14		Utsumi et al.	"Utsumi,T.,Lusida,M.I.,Dinana,Z.,Wahyuni,R.M.,Soegijanto,S.,Soetjipto,Athiyyah,A.F.,Sudarmo,S.M.,Ranuh,R.G.,Darma,A.,Juniastuti,Yamani,L.N.,Doan,Y.H.,Shimizu,H.,Ishii,K.,Matsui,C.,Deng,L.,Abe,T.,Katayama,K.,Shoji,I."	"Center for Infectious Diseases; 7-5-1 Kusunoki-cho Chuo-ku, Kobe, Hyogo 650-0017"	https://www.ncbi.nlm.nih.gov/nuccore/LC597128	GII.4	GII.P31 (GII.Pe)	0.9981330844112548	"3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9849397590361446"	0	1251	0							1	1	1	0.9849397590361446	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MF140652	MF140652.1	MF140652	2008-01-31	Europe	Netherlands			7520	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140652	GII.4	GII.P4	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9879518072289156"	0	1369	0							1	1	1	0.9879518072289156	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MF140659	MF140659.1	MF140659	2009-11-25	Europe	Netherlands			7492	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140659	GII.4	GII.P4	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9879518072289156"	0	1429	0							1	1	1	0.9879518072289156	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MF140670	MF140670.1	MF140670	2013-04-12	Europe	Netherlands			7453	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140670	GII.4	GII.P4	0.9938658487798372	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.9584905660377359,VPg:1,p22:1,p48:0.9879518072289156"	0	1292	0							1	1	1	0.9879518072289156	1	1	0.9584905660377359	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MF140681	MF140681.1	MF140681	2011-11-21	Europe	Netherlands			7543	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140681	GII.4	GII.P4	0.9975996799573276	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	1398	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MF140683	MF140683.1	MF140683	2012-06-12	Europe	Netherlands			7514	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140683	GII.4	GII.P4	0.9975996799573276	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	1398	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MF140697	MF140697.1	MF140697	2014-02-13	Europe	Netherlands			7545	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140697	GII.4	GII.P4	0.998666489	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9879518072289156"	0	1349	0							1	1	1	0.9879518072289156	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MG002630	MG002630.1	MG002630	2017-05-19	Oceania	Australia			7539	Homo sapiens		2017-11-03	2017-11-03		Huang et al.	"Huang,B.,McMahon,J.,Hewitson,G.,Warrilow,D."	"Forensic and Scientific Services, Public Health Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MG002630	GII.4	GII.P16	0.9977330310708096	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	130	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MG002632	MG002632.1	MG002632	2017-07-14	Oceania	Australia			7550	Homo sapiens		2017-11-03	2017-11-03		Huang et al.	"Huang,B.,McMahon,J.,Hewitson,G.,Warrilow,D."	"Forensic and Scientific Services, Public Health Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MG002632	GII.4	GII.P4	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	1243	0							1	1	1	0.9969879518072289	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KY424333	KY424333.1	Hu/GII.4/MD104-5/1987/US	1987-11-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424333	GII.4	GII.P4	0.9958661154820644	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1401	0							1	1	1	0.9668674698795181	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KY424334	KY424334.1	Hu/GII.4/MD104-7/1987/US	1987-11-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424334	GII.4	GII.P4	0.9958661154820644	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1401	0							1	1	1	0.9668674698795181	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KY424339	KY424339.1	Hu/GII.4/MD04-1A/1988/US	1988-01-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424339	GII.4	GII.P4	0.9958661154820644	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1415	0							1	1	1	0.9668674698795181	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KY424340	KY424340.1	Hu/GII.4/MD04-7A/1988/US	1988-01-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424340	GII.4	GII.P4	0.9958661154820644	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1413	0							1	1	1	0.9668674698795181	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KY887599	KY887599.1	Hu/UK/2016/GII.P16_GII.4_Sydney2012/NOR-2559	2016-01-07	Europe	United Kingdom	England	London GB	7538	Homo sapiens		2017-07-15	2017-07-15		Ruis et al.	"Ruis,C.,Roy,S.,Brown,J.R.,Allen,D.J.,Goldstein,R.A.,Breuer,J."	"University College London, Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/KY887599	GII.4	GII.P16	0.9977330310708096	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	95	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
KY887602	KY887602.1	Hu/UK/2015/GII.P16_GII.4_Sydney2012/NOR-2516	2015-09-24	Europe	United Kingdom			7547	Homo sapiens		2017-07-15	2017-07-15		Ruis et al.	"Ruis,C.,Roy,S.,Brown,J.R.,Allen,D.J.,Goldstein,R.A.,Breuer,J."	"University College London, Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/KY887602	GII.4	GII.P16	0.9977330310708096	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	93	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
KY887603	KY887603.1	Hu/UK/2015/GII.P16_GII.4_Sydney2012/NOR-2515	2015-09-27	Europe	United Kingdom			7547	Homo sapiens		2017-07-15	2017-07-15		Ruis et al.	"Ruis,C.,Roy,S.,Brown,J.R.,Allen,D.J.,Goldstein,R.A.,Breuer,J."	"University College London, Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/KY887603	GII.4	GII.P16	0.9977330310708096	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	93	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
KY905331	KY905331.1	KY905331	2016-08-XX	Oceania	Australia			7546	Homo sapiens		2017-05-10	2017-08-15		Lun et al.	"Lun,J.H.,White,P.A.,Eden,J.-S.,Tuipulotu,D.E."	"University of New South Wales, School of Biotechnology and Biomolecular Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/KY905331	GII.4	GII.P4	0.9997332977730364	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	1243	2							1	1	1	0.9969879518072289	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KY905333	KY905333.1	KY905333	2016-09-XX	Oceania	Australia			7497	Homo sapiens		2017-05-10	2017-08-15		Lun et al.	"Lun,J.H.,White,P.A.,Warrilow,D.,Huang,B."	Forensic and Scientific Services	https://www.ncbi.nlm.nih.gov/nuccore/KY905333	GII.4	GII.P31 (GII.Pe)	0.9939991998933192	"3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9548192771084337"	0	1260	0							1	1	1	0.9548192771084337	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
LC066046	LC066046.2	LC066046	2015-06-13	Asia	Japan			7545	Homo sapiens		2015-07-16	2015-08-01		Sakon et al.	"Sakon,N.,Komano,J.,Miyazaki,Y.,Nakata,K.,Yumisashi,T.,Kumeda,Y.,Nakamura,S.,Motooka,D."	"Infectious Diseases; 1-3-69 Nakamichi, Higashinari-ku, Osaka, Osaka 537-0025"	https://www.ncbi.nlm.nih.gov/nuccore/LC066046	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1232	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
KF712504	KF712504.1	KF712504	2013-01-08	North America	USA	Maryland		7509	Homo sapiens		2013-10-26	2013-10-26		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KF712504	GII.4	GII.P4	0.994665955	"3CLpro:0.994475138121547,NTPase:1,ORF1:0.9982352941176471,RdRp:0.9980392156862745,VP1:0.9944547134935305,VP2:1,VPg:0.9924812030075187,p22:1,p48:1"	0	1283	40							0.994475138	1	1	1	0.9980392156862745	0.9944547134935305	1	0.9924812030075187	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KJ407076	KJ407076.1	KJ407076	2001-XX-XX	North America	USA	Ohio		7506	Homo sapiens		2014-02-12	2015-09-17		Das et al.	"Das,S.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Scheuer,K.,Takanashi,S.,Wang,Q.,Wentworth,D.E.,Saif,L.J."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KJ407076	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1376	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KJ685411	KJ685411.1	KJ685411	2012-10-21	Asia	Bangladesh	Dhaka		7442	Homo sapiens		2014-05-10	2015-01-28		Das et al.	"Das,S.R.,Halpin,R.A.,Mohan,M.,Fedorova,N.,Tsitrin,T.,Puri,V.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Ahmed,T.,Haque,R.,Knobler,S.,Miller,M.,Wentworth,D.E.,Nelson,M."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KJ685411	GII.4	GII.P4	0.9910654753967196	"3CLpro:1,NTPase:1,ORF1:0.9864705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9307228915662651"	0	1187	0							1	1	1	0.9307228915662651	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
